budget,method,task,regime,seed,episode,accepted,breach,gated_success,gated_utility,predicted_revision_risk,realized_revision_risk
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,5,6,1,0,0.564159,0.272380,0.077366,0.126460
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,5,7,1,0,0.589806,0.303852,0.079906,0.122930
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,0,1,0,0.555941,0.248932,0.093006,0.112198
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,1,1,0,0.616530,0.329433,0.075792,0.107014
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,2,1,0,0.610318,0.338391,0.061289,0.108990
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,3,1,0,0.583328,0.306080,0.062063,0.118277
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,4,1,0,0.553230,0.271785,0.062962,0.120513
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,5,1,0,0.600701,0.325124,0.067238,0.116250
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,6,1,0,0.578643,0.293836,0.068213,0.118648
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,6,7,1,0,0.593317,0.307983,0.071185,0.114557
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,0,1,0,0.584015,0.300205,0.082061,0.114734
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,1,1,0,0.558919,0.289526,0.077927,0.104912
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,2,1,0,0.593286,0.316522,0.077513,0.119313
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,3,1,0,0.600423,0.326541,0.059204,0.119428
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,4,1,0,0.574684,0.283337,0.061446,0.113573
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,5,1,0,0.572688,0.292789,0.082073,0.111729
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,6,1,0,0.610664,0.328042,0.076564,0.109081
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,7,7,1,0,0.555652,0.274932,0.069878,0.108735
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,0,1,0,0.606581,0.326359,0.072465,0.107379
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,1,1,0,0.596324,0.319257,0.064593,0.100737
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,2,1,0,0.582753,0.292897,0.083861,0.118770
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,3,1,0,0.554721,0.269854,0.076298,0.118372
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,4,1,0,0.576616,0.315388,0.059666,0.106367
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,5,1,0,0.587123,0.324577,0.045921,0.110993
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,6,1,0,0.580456,0.289577,0.066446,0.119763
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,8,7,1,0,0.601426,0.346418,0.064345,0.108408
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,0,1,0,0.590730,0.326209,0.062602,0.124397
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,1,1,0,0.590673,0.299853,0.075624,0.117930
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,2,1,0,0.621473,0.334997,0.066683,0.115572
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,3,1,0,0.585001,0.316274,0.074693,0.108712
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,4,1,0,0.569131,0.307848,0.067091,0.098801
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,5,1,0,0.577189,0.305010,0.054928,0.104072
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,6,1,0,0.602180,0.321215,0.066738,0.105281
0.150000,causal_discovery_revision,payload_shift_pick,actuator_model_break,9,7,1,0,0.609262,0.331128,0.069839,0.119378
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,0,1,0,0.579774,0.264007,0.085051,0.125099
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,1,1,0,0.564865,0.259429,0.088368,0.120935
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,2,1,0,0.557137,0.263363,0.071614,0.114529
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,3,1,0,0.561967,0.256274,0.093747,0.134887
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,4,1,0,0.544175,0.225275,0.090687,0.138389
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,5,1,0,0.584258,0.293066,0.075035,0.123957
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,6,1,0,0.584404,0.252108,0.083623,0.135307
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,0,7,1,0,0.560616,0.218394,0.101620,0.131250
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,0,1,0,0.559808,0.239696,0.064766,0.132239
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,1,1,0,0.594073,0.293008,0.082404,0.135377
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,2,1,0,0.573153,0.262518,0.095891,0.123072
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,3,1,0,0.551395,0.225008,0.087472,0.136102
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,4,1,1,0.596615,0.246556,0.088707,0.165790
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,5,1,0,0.575325,0.266573,0.083914,0.122325
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,6,1,0,0.540846,0.257393,0.078912,0.115714
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,1,7,1,0,0.595125,0.273165,0.085969,0.128675
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,0,1,0,0.551293,0.247786,0.082137,0.128488
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,1,1,0,0.565337,0.245245,0.083734,0.117973
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,2,1,0,0.596812,0.282545,0.100023,0.120821
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,3,1,0,0.560546,0.242327,0.101982,0.124841
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,4,1,0,0.564360,0.219101,0.094929,0.135338
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,5,1,0,0.550280,0.239825,0.084181,0.138786
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,6,1,0,0.571679,0.259356,0.109944,0.128017
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,2,7,1,0,0.578664,0.261946,0.083278,0.141201
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,0,1,0,0.558788,0.244291,0.081582,0.134881
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,1,1,0,0.561127,0.249979,0.080182,0.121568
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,2,1,0,0.571587,0.265583,0.069957,0.120167
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,3,1,0,0.544591,0.231090,0.072683,0.123269
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,4,1,0,0.566723,0.249096,0.082951,0.120514
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,5,1,0,0.576230,0.242711,0.088159,0.122065
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,6,1,0,0.538210,0.235782,0.079120,0.109887
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,3,7,1,0,0.562004,0.233505,0.082883,0.129318
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,0,1,0,0.576745,0.275382,0.070150,0.122707
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,1,1,0,0.558158,0.226289,0.071288,0.123289
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,2,1,0,0.548388,0.217798,0.084379,0.132582
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,3,1,0,0.577855,0.281131,0.073106,0.128770
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,4,1,0,0.561597,0.263221,0.100286,0.122519
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,5,1,0,0.578515,0.256055,0.074779,0.123526
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,6,1,0,0.584259,0.255236,0.085413,0.146985
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,4,7,1,0,0.563352,0.254382,0.090801,0.132097
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,0,1,0,0.600494,0.291420,0.075876,0.120060
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,1,1,0,0.569897,0.249180,0.094809,0.144572
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,2,1,0,0.583045,0.262660,0.079024,0.125772
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,3,1,0,0.554081,0.235056,0.088268,0.129773
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,4,1,0,0.567314,0.242213,0.090845,0.133854
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,5,1,0,0.571612,0.273247,0.074811,0.128793
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,6,1,0,0.561841,0.239769,0.103287,0.122631
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,5,7,1,0,0.579851,0.264261,0.089393,0.140280
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,0,1,0,0.556368,0.241546,0.078383,0.132172
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,1,1,0,0.583879,0.271556,0.086223,0.144188
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,2,1,0,0.594719,0.280248,0.102907,0.132244
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,3,1,0,0.594862,0.291499,0.082558,0.124648
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,4,1,0,0.567474,0.260690,0.081905,0.121789
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,5,1,0,0.560400,0.266781,0.089162,0.108513
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,6,1,0,0.542088,0.237758,0.066802,0.116270
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,6,7,1,0,0.536403,0.241205,0.066608,0.129380
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,0,1,0,0.563816,0.255601,0.095294,0.126182
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,1,1,0,0.565267,0.249104,0.070771,0.125652
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,2,1,0,0.599561,0.293360,0.075888,0.120265
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,3,1,0,0.596746,0.269543,0.099623,0.137125
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,4,1,0,0.583455,0.286321,0.075526,0.121231
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,5,1,0,0.515428,0.199045,0.101231,0.123073
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,6,1,0,0.582935,0.250448,0.076222,0.132481
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,7,7,1,0,0.564049,0.253153,0.102143,0.121721
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,0,1,0,0.591382,0.284732,0.079581,0.120872
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,1,1,0,0.569225,0.246232,0.078821,0.116561
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,2,1,0,0.572297,0.275616,0.085180,0.100688
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,3,1,0,0.593570,0.281876,0.074522,0.120135
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,4,1,0,0.559825,0.233522,0.095741,0.146038
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,5,1,0,0.559487,0.233780,0.093253,0.143699
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,6,1,0,0.563877,0.255957,0.077603,0.121347
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,8,7,1,0,0.552712,0.246837,0.071859,0.116809
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,0,1,0,0.560780,0.238826,0.082219,0.121943
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,1,1,0,0.526927,0.190579,0.100767,0.125140
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,2,1,0,0.565284,0.226423,0.099613,0.130320
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,3,1,0,0.566040,0.256846,0.086705,0.134228
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,4,1,0,0.591550,0.274138,0.089100,0.131073
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,5,1,0,0.587672,0.270676,0.081171,0.122226
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,6,1,0,0.596492,0.284648,0.088112,0.125171
0.150000,causal_discovery_revision,payload_shift_pick,environment_change_intervention,9,7,1,0,0.581122,0.250150,0.094250,0.140494
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,0,0,0,0.000000,-0.050000,0.175136,0.219044
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,1,0,0,0.000000,-0.050000,0.182874,0.212332
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,2,0,0,0.000000,-0.050000,0.176357,0.216636
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,3,0,0,0.000000,-0.050000,0.171307,0.209136
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,4,0,0,0.000000,-0.050000,0.164696,0.198520
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,5,0,0,0.000000,-0.050000,0.192658,0.217325
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,6,0,0,0.000000,-0.050000,0.201725,0.240163
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,0,7,0,0,0.000000,-0.050000,0.162500,0.194589
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,0,0,0,0.000000,-0.050000,0.180805,0.216892
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,1,0,0,0.000000,-0.050000,0.174635,0.220398
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,2,0,0,0.000000,-0.050000,0.179518,0.202381
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,3,0,0,0.000000,-0.050000,0.178524,0.209785
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,4,0,0,0.000000,-0.050000,0.167716,0.208275
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,5,0,0,0.000000,-0.050000,0.157282,0.208900
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,6,0,0,0.000000,-0.050000,0.175332,0.195934
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,1,7,0,0,0.000000,-0.050000,0.186422,0.218091
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,0,0,0,0.000000,-0.050000,0.176818,0.224159
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,1,0,0,0.000000,-0.050000,0.167493,0.218638
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,2,0,0,0.000000,-0.050000,0.191938,0.202414
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,3,0,0,0.000000,-0.050000,0.166971,0.215095
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,4,0,0,0.000000,-0.050000,0.160657,0.204949
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,5,0,0,0.000000,-0.050000,0.185795,0.214861
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,6,0,0,0.000000,-0.050000,0.173256,0.217588
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,2,7,0,0,0.000000,-0.050000,0.186960,0.213163
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,0,0,0,0.000000,-0.050000,0.174145,0.204073
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,1,0,0,0.000000,-0.050000,0.171794,0.218313
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,2,0,0,0.000000,-0.050000,0.176105,0.208412
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,3,0,0,0.000000,-0.050000,0.180885,0.210312
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,4,0,0,0.000000,-0.050000,0.188648,0.216047
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,5,0,0,0.000000,-0.050000,0.176813,0.217486
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,6,0,0,0.000000,-0.050000,0.183347,0.224916
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,3,7,0,0,0.000000,-0.050000,0.174219,0.199534
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,0,0,0,0.000000,-0.050000,0.192537,0.227890
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,1,0,0,0.000000,-0.050000,0.162687,0.211757
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,2,0,0,0.000000,-0.050000,0.165976,0.189066
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,3,0,0,0.000000,-0.050000,0.161125,0.225735
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,4,0,0,0.000000,-0.050000,0.178353,0.199908
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,5,0,0,0.000000,-0.050000,0.184122,0.207101
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,6,0,0,0.000000,-0.050000,0.183581,0.209966
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,4,7,0,0,0.000000,-0.050000,0.169722,0.204885
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,0,0,0,0.000000,-0.050000,0.192900,0.201784
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,1,0,0,0.000000,-0.050000,0.160508,0.198301
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,2,0,0,0.000000,-0.050000,0.162093,0.219030
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,3,0,0,0.000000,-0.050000,0.180144,0.209107
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,4,0,0,0.000000,-0.050000,0.188861,0.212108
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,5,0,0,0.000000,-0.050000,0.168109,0.217146
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,6,0,0,0.000000,-0.050000,0.199137,0.204926
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,5,7,0,0,0.000000,-0.050000,0.182431,0.213019
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,0,0,0,0.000000,-0.050000,0.196580,0.222622
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,1,0,0,0.000000,-0.050000,0.178365,0.211532
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,2,0,0,0.000000,-0.050000,0.180973,0.220487
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,3,0,0,0.000000,-0.050000,0.166168,0.215138
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,4,0,0,0.000000,-0.050000,0.165859,0.212144
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,5,0,0,0.000000,-0.050000,0.187310,0.221953
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,6,0,0,0.000000,-0.050000,0.185570,0.210688
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,6,7,0,0,0.000000,-0.050000,0.177833,0.209260
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,0,0,0,0.000000,-0.050000,0.179671,0.197369
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,1,0,0,0.000000,-0.050000,0.171773,0.211895
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,2,0,0,0.000000,-0.050000,0.166414,0.220593
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,3,0,0,0.000000,-0.050000,0.176009,0.201953
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,4,0,0,0.000000,-0.050000,0.163542,0.200084
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,5,0,0,0.000000,-0.050000,0.179363,0.214040
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,6,0,0,0.000000,-0.050000,0.170079,0.228536
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,7,7,0,0,0.000000,-0.050000,0.180891,0.215620
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,0,0,0,0.000000,-0.050000,0.182985,0.209468
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,1,0,0,0.000000,-0.050000,0.179708,0.207985
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,2,0,0,0.000000,-0.050000,0.174267,0.217394
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,3,0,0,0.000000,-0.050000,0.196642,0.210243
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,4,0,0,0.000000,-0.050000,0.174476,0.201677
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,5,0,0,0.000000,-0.050000,0.174576,0.209455
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,6,0,0,0.000000,-0.050000,0.185180,0.210228
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,8,7,0,0,0.000000,-0.050000,0.161021,0.199095
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,0,0,0,0.000000,-0.050000,0.193970,0.204964
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,1,0,0,0.000000,-0.050000,0.187787,0.205658
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,2,0,0,0.000000,-0.050000,0.182447,0.206113
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,3,0,0,0.000000,-0.050000,0.173284,0.197518
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,4,0,0,0.000000,-0.050000,0.177299,0.214562
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,5,0,0,0.000000,-0.050000,0.184264,0.216592
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,6,0,0,0.000000,-0.050000,0.175994,0.203644
0.150000,causal_discovery_revision,payload_shift_pick,combined_intervention_stress,9,7,0,0,0.000000,-0.050000,0.169407,0.218092
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,0,1,0,0.677655,0.663905,0.000000,0.018468
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,1,1,0,0.650732,0.630057,0.000000,0.028001
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,2,1,0,0.667609,0.641679,0.000000,0.024658
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,3,1,0,0.675674,0.649063,0.000000,0.029564
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,4,1,0,0.667227,0.671302,0.000000,0.020645
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,5,1,0,0.659472,0.649241,0.000000,0.019713
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,6,1,0,0.681436,0.671515,0.000000,0.043295
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,0,7,1,0,0.679266,0.658972,0.000000,0.034180
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,0,1,0,0.689045,0.659201,0.000000,0.035640
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,1,1,0,0.704106,0.689946,0.000000,0.031314
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,2,1,0,0.674206,0.662972,0.000000,0.032045
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,3,1,0,0.640407,0.640451,0.000000,0.027849
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,4,1,0,0.670720,0.669181,0.000000,0.014307
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,5,1,0,0.680746,0.655643,0.000000,0.020258
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,6,1,0,0.703674,0.681354,0.000000,0.022710
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,1,7,1,0,0.699460,0.694749,0.000000,0.022803
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,0,1,0,0.684763,0.671602,0.000000,0.022546
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,1,1,0,0.669815,0.653824,0.000000,0.029620
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,2,1,0,0.649309,0.643506,0.000000,0.019182
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,3,1,0,0.669993,0.660330,0.000000,0.028117
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,4,1,0,0.660526,0.653545,0.000000,0.015893
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,5,1,0,0.699247,0.663149,0.000000,0.030127
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,6,1,0,0.708533,0.701595,0.000000,0.029369
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,2,7,1,0,0.667402,0.641452,0.000000,0.032380
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,0,1,0,0.700744,0.704211,0.000000,0.014243
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,1,1,0,0.697654,0.681428,0.000000,0.022205
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,2,1,0,0.687186,0.678807,0.000000,0.015806
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,3,1,0,0.670369,0.653524,0.000000,0.041137
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,4,1,0,0.659198,0.665695,0.000000,0.011233
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,5,1,0,0.702388,0.651240,0.000000,0.037108
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,6,1,0,0.669026,0.658491,0.000000,0.026248
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,3,7,1,0,0.685128,0.684747,0.000000,0.021316
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,4,0,1,0,0.657230,0.640189,0.000000,0.038247
0.150000,causal_discovery_revision,deformable_contact_replan,nominal,4,1,1,0,0.663952,0.647912,0.000000,0.005960
